,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1695,PSRC1_5548,149.747273566105,-1.3078436528088302,0.425861338970943,-3.07105513726398,0.00213303757462177,0.0208852076861031
1717,PUF60_5625,38.785025179601604,-0.8802553328043801,0.30142597567955703,-2.9203035034385096,0.0034969064268471897,0.0300947291827738
1734,RAB27A_5667,210.196599185171,-0.585014144866318,0.175365294238048,-3.3359744720765296,0.000850009686318575,0.0104266783639343
1735,RAB31_5670,146.395078014182,1.0878211366571602,0.400191293334941,2.7182528824951406,0.00656276583138201,0.0471081719909711
1742,RAD21_5698,437.742576629039,-0.902381351911716,0.28151134571242303,-3.2054883956028504,0.00134833483454724,0.014731285589676001
1744,RAD51C_5708,37.6480794390233,-1.43837094000833,0.475624251814227,-3.0241749333045695,0.0024931223427359698,0.0233200222836959
1746,RAE1_5712,141.211081164746,-0.680186204265156,0.187715828635573,-3.62348880863774,0.000290655785606657,0.0046127193859153
1759,RASSF1_5747,120.89181555834699,-1.00941212178252,0.32938933815683896,-3.0644954309416197,0.0021803750486215,0.0211961853041273
1771,RBMX_5776,18.6277481146378,-6.65359676144134,1.36179575622287,-4.885899174701519,1.0295787958225299e-06,4.60754262489132e-05
1779,RETSAT_5803,308.178754310035,0.8194700642154491,0.249464917936256,3.2849110447860403,0.00102014574199886,0.0120031291384054
1781,RFC3_5808,153.532504402163,-0.897658402521354,0.324516208186457,-2.76614350801729,0.0056723566476124,0.0423422754730421
1782,RFC4_5811,97.006417179179,-1.76280291004522,0.356762147122373,-4.94111531804566,7.767694700920171e-07,3.64882990241625e-05
